,loss,acc
0,0.6364418585568666,0.6451579928398132
1,0.5924391242831946,0.6846144795417786
2,0.5801527081206441,0.6955345273017883
3,0.5715942472994328,0.7022290229797363
4,0.5667575812518597,0.706840991973877
5,0.5624333581522107,0.7103210091590881
6,0.5590162413299083,0.712883472442627
7,0.5559733466446399,0.7156720161437988
8,0.5529009661972523,0.7183175086975098
9,0.5509714696884155,0.7202119827270508
10,0.5489603631734848,0.7219240069389343
11,0.5473261843368411,0.7231709957122803
12,0.5457587495997548,0.7243689894676208
13,0.5448410459280014,0.7251365184783936
14,0.5436580046609044,0.7263450026512146
15,0.5430158460378647,0.726980984210968
16,0.5425700420111418,0.727274477481842
17,0.5413599653050304,0.728492021560669
18,0.5405830882191658,0.7289015054702759
19,0.5403552889049054,0.729138970375061
20,0.5396805496409536,0.729416012763977
21,0.5392957733869552,0.729571521282196
22,0.5388773504674435,0.7303950190544128
23,0.5379660931393504,0.7303969860076904
24,0.5382299869462848,0.7309464812278748
25,0.5375496651276946,0.7312614917755127
26,0.5373716728255152,0.7314274907112122
27,0.5369104452133179,0.7318025231361389
28,0.5363187776491046,0.7321900129318237
29,0.536004020640254,0.7319769859313965
30,0.53620633918792,0.7321264743804932
31,0.5356703182384371,0.7326114773750305
32,0.5354691422268748,0.7327684760093689
33,0.5353528876721859,0.733089029788971
34,0.5352550375059247,0.73317551612854
35,0.5346519944444299,0.733597993850708
36,0.5346290506988763,0.7336245179176331
37,0.5343412349000574,0.7338989973068237
38,0.5343330379605293,0.7341830134391785
39,0.5336067532300949,0.7344174981117249
40,0.5335123418778182,0.7347084879875183
41,0.5327958243638277,0.7349920272827148
42,0.5331322692111135,0.7348935008049011
43,0.5327201145201922,0.7349900007247925
44,0.5325822720959783,0.7352985143661499
45,0.5326640342906117,0.7356424927711487
46,0.5328596425458789,0.7353425025939941
47,0.5323435766249895,0.7356650233268738
48,0.5326104308873415,0.7357274889945984
49,0.5320754387319088,0.7359235286712646
50,0.531841288909316,0.7361329793930054
51,0.5314485776215792,0.7364330291748047
52,0.5319655053928495,0.7361549735069275
53,0.5315789125099778,0.7360320091247559
54,0.5315598673820495,0.7363985180854797
55,0.5312579781919717,0.7365649938583374
56,0.531340988831222,0.7366719841957092
57,0.5308384281769395,0.7368460297584534
58,0.5312096424102783,0.7364444732666016
59,0.5305458383455872,0.7368885278701782
60,0.5306885204017162,0.7366700172424316
61,0.530855567419529,0.7369065284729004
62,0.5306154187485576,0.7371659874916077
63,0.5304925364524126,0.7368994951248169
64,0.5308101178377866,0.7369384765625
65,0.5306138569444417,0.7372785210609436
66,0.5305988309547305,0.7368069887161255
67,0.5302776947841048,0.7373440265655518
68,0.5302938108712435,0.7371355295181274
69,0.5302157437458634,0.7377715110778809
70,0.5300872059509159,0.7375544905662537
71,0.5300169855535031,0.7373694777488708
72,0.5300988162666559,0.7373510003089905
73,0.5299763140782714,0.7374445199966431
74,0.530218719381094,0.7376444935798645
75,0.5295757920473814,0.7377369999885559
76,0.5298910924166441,0.7376090288162231
77,0.5303499405398965,0.7377480268478394
78,0.5296492070168257,0.7380430102348328
79,0.5295218237504363,0.7378100156784058
80,0.5294109265834093,0.7382944822311401
81,0.529421724139154,0.7380170226097107
82,0.5297559783130884,0.7377780079841614
83,0.5294665043100715,0.7374795079231262
84,0.5294621126741171,0.7380160093307495
85,0.5294278860405087,0.7380470037460327
86,0.5291767140939831,0.7383769750595093
87,0.5291161715403199,0.7379069924354553
88,0.5292396866828203,0.7381920218467712
89,0.5293767116576433,0.7380599975585938
90,0.5293756009906531,0.7384305000305176
91,0.5292834561020135,0.7380409836769104
92,0.5294340732634067,0.7381420135498047
93,0.5290870419204236,0.7381275296211243
94,0.5291052442207933,0.7379904985427856
95,0.528897576393187,0.7383254766464233
96,0.5288954930394888,0.7384254932403564
97,0.529623731188476,0.7381880283355713
98,0.5287187377125024,0.7382029891014099
99,0.5292904506221413,0.7379105091094971
